"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code"
"324601","","2018-04-09","","PA1","2016-10-09","","7207136","","PITTSBURGH","SHOP N SAVE","PA","54100000606"
"324602","","2018-04-09","","PA1","2016-10-09","","7207136","","PITTSBURGH","SHOP N SAVE","PA","54100000606"
"324607","","2018-05-07","","IN1","2016-10-09","","8208106","","NEWBURGH","WALMART","IN","54100001405"
"324608","","2018-04-12","","AZ1","2016-10-10","","7107166","","TUCSON ","BASHAS MARKET","AZ","54100000606"
"324609","","2018-04-12","","AZ1","2016-10-10","","7107166","","TUCSON ","BASHAS MARKET","AZ","54100000606"
"324614","","2018-04-10","","IA","2016-10-10","","7107146","","ESTHERVILLE","FAREWAY STORE","IA","54100000606"
"324615","","2018-04-10","","IA","2016-10-10","","7107146","","ESTHERVILLE","FAREWAY STORE","IA","54100000606"
"324616","","2018-04-09","","TX1","2016-10-08","","7207136","","HOUSTON","HEB","TX","54100000606"
"324617","","2018-04-09","","TX1","2016-10-08","","7207136","","HOUSTON","HEB","TX","54100000606"
"324622","","2018-01-31","","NE1","2016-10-16","","08:09 72","","HASTINGS","WALMART SUPERCENTER","NE","54100000606"
"324623","","2018-01-31","","NE1","2016-10-16","","08:09 72","","HASTINGS","WALMART SUPERCENTER","NE","54100000606"
"324624","","2018-03-13","","NC1","2016-10-10","","7106166","","ROANOKE RAPIDS","FOOD LION","NC","54100000606"
"324625","","2018-04-11","","NC1","2016-10-10","","8107156","","ROANOKE RAPIDS","FOOD LION","NC","54100000606"
"324630","","2018-04-09","","CA2","2016-10-09","","8107136","","BONITA","VONS MARKET","CA","54100000606"
"324631","","2018-04-09","","CA2","2016-10-09","","8107136","","BONITA","VONS MARKET","CA","54100000606"
"324632","","2018-01-31","","KY1","2016-10-10","","7105066","","HARRODSBURG","WALMART SUPERCENTER","KY","54100000606"
"324633","","2018-01-31","","KY1","2016-10-10","","7105066","","HARRODSBURG","WALMART SUPERCENTER","KY","54100000606"
"324638","","2018-04-10","","GA1","2016-10-10","","7107146","","LOCUST GROVE","INGLES SUPERMARKET","GA","54100000606"
"324639","","2018-04-10","","GA1","2016-10-10","","7107146","","LOCUST GROVE","INGLES SUPERMARKET","GA","54100000606"
"324640","","2018-04-09","","NJ1","2016-10-10","","7207136","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","54100000606"
"324641","","2018-04-09","","NJ1","2016-10-10","","7207136","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","54100000606"
"324646","FAREWAY DILL PICKLES, SPEARS","2017-10-01","","IA","2016-10-10","","01B0418614031246","","ESTHERVILLE","FAREWAY STORE","IA","21333224017"
"324647","FAREWAY DILL PICKLES, SPEARS","2017-11-01","","IA","2016-10-10","","01B0519614031020","","ESTHERVILLE","FAREWAY STORE","IA","21333224017"
"324648","GREAT VALUE DILL PICKLES SPEARS","2018-02-20","","CA1","2016-10-16","","727210105266","","PALMDALE","WALMART SUPERCENTER","CA","78742128030"
"324649","GREAT VALUE DILL PICKLES SPEARS","2018-02-20","","CA1","2016-10-16","","727210205266","","PALMDALE","WALMART SUPERCENTER","CA","78742128030"
"324655","","2014-04-21","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","48001006430"
"324656","","2014-04-21","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","48001006430"
"324657","","2014-04-21","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","48001006430"
"324662","","2014-02-01","","","2013-03-23","Retail store","","","COLLEGE POINT","Waldbaum","NY","48001270688"
"324663","","2014-04-22","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","48001006430"
"324664","","2014-04-22","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","48001006430"
"324669","","2014-03-28","","","2013-03-25","Retail store","","","DENVER","Safeway","CO","48001270688"
"324670","","2014-04-20","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","48001270688"
"324684","","2014-10-17","","","2013-03-23","Retail store","","","COLLEGE POINT","Waldbaum","NY","51500241776"
"324685","","2015-03-09","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","51500720011"
"324690","","2014-04-23","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","48001270688"
"324691","","2014-04-23","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","48001270688"
"324692","","2014-04-20","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","48001006430"
"324693","","2014-04-20","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","48001006430"
"324694","","2014-04-20","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","48001006430"
"324695","","2014-04-20","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","48001006430"
"324711","","2014-04-20","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","48001270688"
"324712","","2014-03-15","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","48001270688"
"324727","","2015-02-28","","","2013-03-22","Retail store","3059425 04:052","","CARRBORO","Food Lion","NC","51500241776"
"324728","","2015-01-27","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","51500241776"
"324733","","2015-02-28","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","51500241776"
"324734","","2015-03-03","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","51500241776"
"324749","","2015-02-18","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","51500241776"
"324750","","2015-03-04","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","51500241776"
"324755","AMERICAS CHOICE CREAMY PEANUT BUTTER***","2013-11-06","","","2013-03-23","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807469941"
"324756","AMERICAS CHOICE CREAMY PEANUT BUTTER***","2013-10-11","","","2013-03-23","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807469941"
"324761","SUNNY SELECT CREAMY PEANUT BUTTER***","2013-10-28","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","717544110330"
"324762","MY ESSENTIALS CREAMY PEANUT BUTTER***","2014-01-10","","","2013-03-22","Retail store","5678 E00 A","","CARRBORO","Food Lion","NC","725439101578"
"324767","","2015-01-25","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","51500241776"
"324768","","2015-02-19","","","2013-03-25","Retail store","","","DENVER","Safeway","CO","51500241776"
"324782","","2015-02-28","","","2014-03-25","Retail store","","","PORT HURON","Kroger Store","MI","51500241776"
"324783","","2015-02-28","","","2013-03-27","Retail store","","","SAPULPA ","WalMart SuperCenter","OK","51500241776"
"324799","PUBLIX CREAMY PEANUT BUTTER***","2013-12-12","","","2013-03-24","Retail store","","","FORT WORTH","Publix Super Market","FL","41415201194"
"324800","HYVEE CREAMY PEANUT BUTTER***","2013-09-04","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","75450040418"
"324801","PUBLIX CREAMY PEANUT BUTTER***","2013-12-12","","","2013-03-24","Retail store","","","FORT WORTH","Publix Super Market","FL","41415201194"
"324806","","2014-02-02","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742370019"
"324807","","2014-02-10","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742370019"
"324823","","2013-11-26","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","11110672698"
"324824","","2013-11-26","","","2013-03-24","Retail store","16:02 T","","ANDERSON","Kroger Store","IN","11110672698"
"324839","SAFEWAY KITCHENS CREAMY PEANUT BUTTER***","2013-11-17","","","2013-03-25","Retail store","","","DENVER","Safeway","CO","21130466542"
"324840","SHOP RITE CREAMY PEANUT BUTTER***","2014-02-13","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","41190006793"
"324854","","2014-03-15","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","48001270688"
"324855","","2014-04-25","","","2013-03-25","Retail store","","","CHAPEL HILL","Harris Teeter","NC","48001006430"
"324856","","2014-04-25","","","2013-03-25","Retail store","","","CHAPEL HILL","Harris Teeter","NC","48001006430"
"324862","","2013-10-27","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","21000615315"
"324863","","2013-10-27","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","21000615315"
"324864","","2013-10-12","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","21000038756"
"324865","","2013-10-12","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","21000038756"
"324866","","2013-10-12","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","21000038756"
"324867","","2013-10-27","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","21000615315"
"324872","","2013-10-29","","","2013-03-23","Retail store","","","COLLEGE POINT","Waldbaum","NY","21000615315"
"324873","","2013-10-29","","","2013-03-23","Retail store","","","COLLEGE POINT","Waldbaum","NY","21000615315"
"324874","","2013-10-07","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","21000615315"
"324875","","2013-10-07","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","21000615315"
"324876","","2013-10-26","","","2013-03-23","Retail store","","","COLLEGE POINT","Waldbaum","NY","21000615315"
"324877","","2013-10-07","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","21000615315"
"324882","","2013-11-18","","","2013-03-22","Retail store","W14:26","","CARRBORO","Food Lion","NC","21000615315"
"324883","","2013-11-04","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","21000615315"
"324884","","2013-11-04","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","21000615315"
"324885","","2013-08-11","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","21000615315"
"324886","","2013-11-18","","","2013-03-22","Retail store","W14:26","","CARRBORO","Food Lion","NC","21000615315"
"324887","","2013-11-18","","","2013-03-22","Retail store","W14:26","","CARRBORO","Food Lion","NC","21000615315"
"324892","","2013-11-12","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000615315"
"324893","","2013-11-19","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21000615315"
"324894","","2013-11-12","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000615315"
"324895","","2013-11-19","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21000615315"
"324896","","2013-11-12","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000615315"
"324897","","2013-11-19","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21000615315"
"324914","","2013-10-11","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","41190456307"
"324915","","2013-10-11","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","41190456307"
"324916","","2013-10-11","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","41190456307"
"324917","","2013-10-11","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","41190456307"
"324922","","2013-11-12","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","21000615315"
"324923","","2013-11-12","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","21000615315"
"324924","","2013-11-12","","","2013-03-26","Retail store","","","WATERBURY","Price Chopper","CT","21000615315"
"324925","","2013-10-13","","","2013-03-25","Retail store","","","DENVER","King Soopers Store","CO","21000615315"
"324926","","2013-10-13","","","2013-03-25","Retail store","","","DENVER","King Soopers Store","CO","21000615315"
"324927","","2013-10-13","","","2013-03-25","Retail store","","","DENVER","King Soopers Store","CO","21000615315"
"324941","","2013-11-18","","","2013-03-27","Retail store","","","SAPULPA ","WalMart SuperCenter","OK","21000615315"
"324942","","2013-11-05","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","21000615315"
"324943","","2013-11-18","","","2013-03-27","Retail store","","","SAPULPA ","WalMart SuperCenter","OK","21000615315"
"324944","","2013-11-05","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","21000615315"
"324961","MY ESSENTIALS 100% PARMESAN GRATED CHEESE***","2013-09-23","","","2013-03-22","Retail store","02CB6","","CARRBORO","Food Lion","NC","725439105002"
"324962","SUNNYSIDE FARMS 100% GRATED PARMESAN CHEESE**","2013-10-07","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","717544200161"
"324963","MY ESSENTIALS 100% PARMESAN GRATED CHEESE***","2013-09-23","","","2013-03-22","Retail store","02CB5","","CARRBORO","Food Lion","NC","725439105002"
"324964","MY ESSENTIALS 100% PARMESAN GRATED CHEESE***","2013-09-23","","","2013-03-22","Retail store","02CB5","","CARRBORO","Food Lion","NC","725439105002"
"324965","SUNNYSIDE FARMS 100% GRATED PARMESAN CHEESE**","2013-10-07","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","717544200161"
"324966","SUNNYSIDE FARMS 100% GRATED PARMESAN CHEESE**","2013-10-07","","","2013-03-24","Retail store","","","PLEASANTON","Lucky Supermarket","CA","717544200161"
"324971","","2013-08-25","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742353227"
"324972","","2013-08-28","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742353227"
"324973","","2013-08-25","","","2013-03-27","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742353227"
"324974","","2013-08-28","","","2013-03-23","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742353227"
"324990","","2013-07-21","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21130043750"
"324991","","2013-07-29","","","2013-03-25","Retail store","","","DENVER","Safeway","CO","21130043750"
"324992","","2013-07-21","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21130043750"
"324993","","2013-07-29","","","2013-03-25","Retail store","","","DENVER","Safeway","CO","21130043750"
"324994","","2013-07-21","","","2013-03-26","Retail store","","","PARADISE","Safeway","CA","21130043750"
"324995","","2013-07-29","","","2013-03-25","Retail store","","","DENVER","Safeway","CO","21130043750"
"325008","FLORA FINE FOODS GRATED PARMESAN CHEESE 100% PURE*","2013-09-28","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","20038000421"
"325009","HYVEE 100% GRATED PARMESAN CHEESE**","2013-10-12","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","75450093773"
"325010","FLORA FINE FOODS GRATED PARMESAN CHEESE 100% PURE*","2013-09-28","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","20038000421"
"325011","HYVEE 100% GRATED PARMESAN CHEESE**","2013-10-12","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","75450093773"
"325012","FLORA FINE FOODS GRATED PARMESAN CHEESE 100% PURE*","2013-09-28","","","2013-03-24","Retail store","","","LAKE WORTH","Publix Super Market","FL","20038000421"
"325013","HYVEE 100% GRATED PARMESAN CHEESE**","2013-10-12","","","2013-03-23","Retail store","","","BELTON","Hy-Vee","MO","75450093773"
"325018","","2013-09-27","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110580337"
"325019","","2013-09-15","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","11110580337"
"325020","","2013-09-27","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110580337"
"325021","","2013-09-15","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","11110580337"
"325022","","2013-09-15","","","2013-03-25","Retail store","","","PORT HURON","Kroger Store","MI","11110580337"
"325023","","2013-09-27","","","2013-03-24","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110580337"
"325038","BEST CHOICE DELUXE","2011-05-16","","","2011-01-31","Retail store","","","SAPULPA","Warehouse Market Foods","OK","70038360988"
"325039","BEST CHOICE DELUXE","2011-05-16","","","2011-01-31","Retail store","","","SAPULPA","Warehouse Market Foods","OK","70038360988"
"325040","GREAT VALUE DELUXE ","2011-07-04","","","2011-01-31","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742353272"
"325047","","2011-08-26","","","2011-01-31","Retail store","","","FLUSHING","Pathmark Supermarket","NY","21000602698"
"325048","","2011-08-26","","","2011-01-31","Retail store","","","FLUSHING","Pathmark Supermarket","NY","21000602698"
"325049","","2011-08-12","","","2011-01-30","Retail store","","","ANDERSON","Pay Less Super Market","IN","21000602605"
"325050","","2011-08-12","","","2011-01-30","Retail store","","","ANDERSON","Pay Less Super Market","IN","21000602605"
"325062","","2011-06-23","","","2011-01-31","Retail store","","","PLEASANTON","Lucky Supermarket","CA","21000602605"
"325063","KRAFT DELI DELUXE AMERICAN CHEESE","2011-07-08","","","2011-02-01","Retail store","S1","","CARRBORO","Food Lion","NC","2100061935"
"325064","","2011-06-23","","","2011-01-31","Retail store","","","PLEASANTON","Lucky Supermarket","CA","21000602605"
"325065","KRAFT DELI DELUXE AMERICAN CHEESE","2011-07-08","","","2011-02-01","Retail store","S1","","CARRBORO","Food Lion","NC","21000619351"
"325076","","2011-05-27","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","34500446914"
"325077","","2011-05-27","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","34500446914"
"325078","","2011-05-27","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","34500446914"
"325079","","2011-05-27","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","34500446914"
"325097","KROGER DELUXE AMERICAN PASTEURIZED PROCESS AMERICA","2011-09-13","","","2011-01-30","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110599285"
"325098","SHOP RITE SINGLES","2011-03-20","","","2011-01-31","Retail store","","","WATERBURY","Shop Rite","CT","41190456055"
"325102","KRAFT DELI DELUXE AMERICAN CHEESE","2011-08-12","","","2011-01-31","Retail store","","","DENVER","Safeway","CO","21000602605"
"325103","KRAFT DELI DELUXE AMERICAN CHEESE","2011-08-12","","","2011-01-31","Retail store","","","DENVER","Safeway","CO","21000602605"
"325108","","2011-09-11","","","2011-02-08","Retail store","","","PORT HURON","Kroger Store","MI","21000602698"
"325109","","2011-07-09","","","2011-01-31","Retail store","","","SAPULPA","WalMart SuperCenter","OK","21000619351"
"325110","","2011-09-11","","","2011-02-08","Retail store","","","PORT HURON","Kroger Store","MI","21000602698"
"325111","","2011-07-09","","","2011-01-31","Retail store","","","SAPULPA","WalMart SuperCenter","OK","21000619351"
"325115","HYVEE DELUXE SLICED","2011-05-17","","","2011-01-30","Retail store","","","BELTON","Hy-Vee","MO","75450093339"
"325116","SUNNYSIDE FARMS DELUXE SLICES AMERICAN CHEESE","2011-06-05","","","2011-01-31","Retail store","","","PLEASANTON","Lucky Supermarket","CA","717544500711"
"325120","","2011-08-12","","","2011-01-31","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000602605"
"325121","","2011-08-12","","","2011-01-31","Retail store","","","BESSEMER","WalMart Supercenter","AL","21000602605"
"325122","","2011-09-07","","","2011-01-31","Retail store","","","PARADISE","Safeway","CA","21000619351"
"325123","","2011-09-07","","","2011-01-31","Retail store","","","PARADISE","Safeway","CA","21000619351"
"325130","KROGER DELUXE AMERICAN PASTEURIZED PROCESS AMERICA","2011-09-13","","","2011-01-30","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110599285"
"325131","KROGER DELUXE AMERICAN PASTEURIZED PROCESS AMERICA","2011-09-13","","","2011-01-30","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110599285"
"325134","LUCERNE DELUXE SLICES","2011-06-26","","","2011-01-31","Retail store","","","DENVER","Safeway","CO","21130043163"
"325135","LUCERNE DELUXE SLICES","2011-05-28","","","2011-01-31","Retail store","","","PARADISE","Safeway","CA","21130043163"
"325139","KRAFT DELI DELUXE AMERICAN CHEESE","2011-08-12","","","2011-01-30","Retail store","","","BELTON","Hy-Vee","MO","21000602605"
"325140","","2011-08-12","","","2011-01-30","Retail store","","","BELTON","Hy-Vee","MO","21000602605"
"325141","","2011-08-12","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","2100060260"
"325142","","2011-08-12","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","21000602605"
"325149","KROGER DELUXE AMERICAN PASTEURIZED PROCESS AMERICA","2011-09-28","","","2011-02-08","Retail store","","","PORT HURON","Kroger Store","MI","11110599285"
"325150","KROGER DELUXE AMERICAN PASTEURIZED PROCESS AMERICA","2011-09-28","","","2011-02-08","Retail store","","","PORT HURON","Kroger Store","MI","11110599285"
"325154","GREAT VALUE DELUXE ","2011-07-04","","","2011-01-31","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742353272"
"325155","GREAT VALUE DELUXE ","2011-07-04","","","2011-01-31","Retail store","","","BESSEMER","WalMart Supercenter","AL","78742353272"
"325158","LUCERNE DELUXE SLICES","2011-05-28","","","2011-01-31","Retail store","","","PARADISE","Safeway","CA","21130043163"
"325159","LUCERNE DELUXE SLICES","2011-05-28","","","2011-01-31","Retail store","","","PARADISE","Safeway","CA","21130043163"
"325162","HAUTLY CHEESE COMPANY1","2011-04-09","","","2011-01-30","Retail store","","","BELTON","Hy-Vee","MO","72018000600"
"325165","PUBLIX DELUXE PASTEURIZED PROCESS AMERICAN CHEESE","2011-06-30","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","41415103658"
"325166","AMERICAS CHOICE AMERICAN CHEESE (WHITE)","2011-05-10","","","2011-01-31","Retail store","","","FLUSHING","Pathmark Supermarket","NY","754807365304"
"325170","SUNNYSIDE FARMS DELUXE SLICES AMERICAN CHEESE","2011-06-05","","","2011-01-31","Retail store","","","PLEASANTON","Lucky Supermarket","CA","717544500711"
"325171","SUNNYSIDE FARMS DELUXE SLICES AMERICAN CHEESE","2011-06-05","","","2011-01-31","Retail store","","","PLEASANTON","Lucky Supermarket","CA","717544500711"
"325174","LUCERNE DELUXE SLICES","2011-06-26","","","2011-01-31","Retail store","","","DENVER","Safeway","CO","21130043163"
"325175","LUCERNE DELUXE SLICES","2011-06-26","","","2011-01-31","Retail store","","","DENVER","Safeway","CO","21130043163"
"325178","SHOP RITE SINGLES","2011-04-17","","","2011-01-31","Retail store","","","WATERBURY","Shop Rite","CT","41190456055"
"325179","SHOP RITE SINGLES","2011-04-17","","","2011-01-31","Retail store","","","WATERBURY","Shop Rite","CT","41190456055"
"325182","BEST CHOICE DELUXE","2011-07-09","","","2011-02-15","Retail store","","","SAPULPA","Warehouse Market Foods","OK","70038360988"
"325183","BEST CHOICE DELUXE","2011-07-09","","","2011-02-15","Retail store","","","SAPULPA","Warehouse Market Foods","OK","70038360988"
"325184","BEST CHOICE DELUXE","2011-05-16","","","2011-01-31","Retail store","","","SAPULPA","Warehouse Market Foods","OK","70038360988"
"325187","HYVEE DELUXE SLICED","2011-05-17","","","2011-01-30","Retail store","","","BELTON","Hy-Vee","MO","75450093339"
"325188","HYVEE DELUXE SLICED","2011-05-17","","","2011-01-30","Retail store","","","BELTON","Hy-Vee","MO","75450093339"
"325191","PUBLIX DELUXE PASTEURIZED PROCESS AMERICAN CHEESE","2011-06-30","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","41415103658"
"325192","PUBLIX DELUXE PASTEURIZED PROCESS AMERICAN CHEESE","2011-06-30","","","2011-01-29","Retail store","","","LAKE WORTH","Publix Super Market","FL","41415103658"
"325195","TROPICAL DELUXE AMERICAN CHEESE","2011-05-15","","","2011-01-31","Retail store","","","FLUSHING","Pathmark Supermarket","NY","27568044550"
"325196","TROPICAL DELUXE AMERICAN CHEESE","2011-05-15","","","2011-01-31","Retail store","","","FLUSHING","Pathmark Supermarket","NY","27568044550"
"325200","HEB 100% WHITE GRAPEFRUIT JUICE","2016-01-28","","TX1","2015-09-26","","1922 CT133-8","","HOUSTON","HEB","TX","41220864195"
"325204","GIANT EAGLE 100% WHITE GRAPEFRUIT JUICE","2016-02-06","","PA1","2015-09-27","","31001522021 1125NJ","","PITTSBURGH","GIANT EAGLE MARKET","PA","30034016302"
"325205","STATER BROS. 100% WHITE GRAPEFRUIT JUICE","2015-12-26","","CA1","2015-09-27","","1411 CT535-F1","","PALMDALE","STATER BROS MKT","CA","74175019631"
"325209","KROGER 100% WHITE GRAPEFRUIT JUICE","2016-01-31","","KY1","2015-09-29","","1317 CT1S1-2","","HARRODSBURG","KROGER","KY","1111082146"
"325210","SCHNUCKS 100% WHITE GRAPEFRUIT JUICE","2016-01-28","","IN1","2015-09-29","","1825 CT133-8","","NEWBURGH","SCHNUCK MARKET","IN","41318130546"
"325220","","2016-03-23","","NE1","2015-10-02","","H5238PWG10858","","HASTINGS ","WALMART SUPERCENTER","NE","31200330055"
"325225","PUBLIX 100% WHITE GRAPEFRUIT JUICE","2016-06-17","","GA1","2015-09-29","","","","MCDONOUGH","PUBLIX SUPERMARKET","GA","41415028203"
"325226","SHOP RITE 100% WHITE GRAPEFRUIT JUICE","2016-05-23","","NJ1","2015-09-28","","31007523521 0554NJ","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","41190017232"
"325237","","2016-03-23","","CA2","2015-10-06","","H5238PWG11023","","BONITA","VONS MARKET","CA","31200330055"
"325238","","2016-02-03","","KY1","2015-09-29","","LV518SFWG212155","","HARRODSBURG","WALMART SUPERCENTER","KY","31200330055"
"325249","","2015-12-31","","TX1","2015-09-26","","TW5155PWG20917","","HOUSTON","HEB","TX","31200330055"
"325253","","2016-01-06","","AZ1","2015-09-27","","H5161PWG11443","","TUCSON","SAFEWAY","AZ","31200330055"
"325254","","2015-12-31","","IN1","2015-09-29","","TX5155PWG20800","","NEWBURGH","SCHNUCK MARKET","IN","31200330055"
"325264","","2016-05-26","","CA2","2015-10-06","","31001523719 2158","","BONITA ","VONS MARKET","CA","21130314119"
"325265","","2016-05-26","","AZ1","2015-09-27","","31001523719 2204","","TUCSON","SAFEWAY","AZ","21130314119"
"325277","","2016-02-03","","NJ1","2015-09-28","","LV5189PWG211840","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","31200330055"
"325278","","2016-03-01","","GA1","2015-09-29","","LV5216PWG210536","","LOCUST GROVE ","INGLES SUPERMARKET","GA","31200330055"
"325289","","","","","2000-08-27","Retail store","","","LOS ANGELES","Albertsons Store (store #687)","CA",""
"325290","","","","","2000-08-27","Retail store","","","LONGVIEW","Safeway Store (store #1078)","WA",""
"325306","","","","","2000-08-27","Retail store","","","CANONSBURG","Giant Eagle Market (store #70)","PA",""
"325307","","","","","2000-08-27","Retail store","","","SPRINGFIELD","Shoprite Supermarket (store #33)","NJ",""
"325308","","","","","2000-08-27","Retail store","","","FRANKLIN","Giant Eagle Supermarket (store #681)","PA",""
"325324","","","","","2000-08-27","Retail store","","","MENA","Wal Mart Supercenter (store #67)","AR",""
"325325","","","","","2000-08-27","Retail store","","","SPRINGFIELD","Price Cutter","MO",""
"325342","","","","","2000-08-27","Retail store","","","BEAUMONT","Wal Mart Supercenter (store #651)","TX",""
"325343","","","","","2000-08-27","Retail store","","","Conroe","Kroger Store (store #986)","TX",""
"325344","","","","","2000-08-27","Retail store","","","WHEATON","Dominicks Finer Foods (store #126)","IL",""
"325361","","","","","2001-07-23","Retail store","","","LOS ANGELES","Albertsons Store (store #687)","CA",""
"325362","","","","","2001-07-22","Retail store","","","LONGVIEW","Safeway Store (store #1078)","WA",""
"325363","","","","","2001-07-23","Retail store","","","VANCOUVER","Albertsons Store (store #584)","WA",""
"325379","","","","","2001-07-30","Retail store","","","SPRINGFIELD","Shoprite Supermarket (store #33)","NJ",""
